"30.0","30.0","30.0",
"0.33260235","-0.930808","9.693324",
"0.38524446","-1.0648061","9.82493",
"0.05503492","-0.28953153","10.073783",
"-1.8927227","4.8885365","9.745967",
"-0.36370903","-4.9842496","9.329616",
"0.8757731","-4.1635113","9.018549",
"0.32542387","-4.199404","9.664611",
"0.50009996","-1.9908284","9.88475",
"0.29910284","-2.914458","9.35833",
"-0.29192436","-0.9954142","9.65504",
"-0.4139583","-0.53359944","10.07139",
"0.31345975","1.2801601","9.564112",
"0.8997013","-1.2658032","9.856036",
"1.1629118","-1.2059826","9.643075",
"1.0719845","-1.294517","9.700503",
"1.1174482","-1.0815558","9.695718",
"1.1724831","-0.7465607","9.736395",
"1.1916257","-0.6891329","9.683753",
"1.18684","-0.92602235","9.796216",
"1.227518","-0.58624154","9.705289",
"1.2801601","-0.8255238","9.726824",
"1.160519","-0.81595254","9.796216",
"1.2777673","-0.7106683","9.635897",
"1.2035898","-0.65084773","9.781859",
"1.2155539","-0.7106683","9.712467",
"1.2897314","-0.81595254","9.652647",
"1.2729816","-0.7800602","9.772287",
"1.2777673","-0.6843473","9.693324",
"1.2705889","-0.8135597","9.667004",
"1.3375878","-0.8255238","9.667004",
"-30.0","-30.0","-30.0",
"30.0","30.0","30.0",
"1.3998013","-0.79441714","9.623933",
"1.4333007","-0.8255238","9.702896",
"1.4548361","-0.8781659","9.631111",
"1.4668003","-0.85902333","9.678967",
"1.3663018","-0.7968099","9.611969",
"0.81595254","2.0386848","10.049855",
"-0.72502524","0.33020952","10.444671",
"0.21296121","-1.6630118","9.274581",
"0.33499518","-3.6681972","9.29133",
"0.45702913","-2.469393","9.233903",
"0.7968099","-3.6370904","9.3104725",
"0.4019942","-2.6344976","9.513863",
"0.6269195","0.11246266","9.3511505",
"0.85902333","-0.76331043","9.767502",
"1.3782659","-0.05503492","9.793823",
"1.9238294","-0.7393822","9.41815",
"1.9094725","-1.1437693","9.657433",
"1.9453648","-1.0624132","9.504292",
"1.9142581","-1.0719845","9.489935",
"1.9980069","-1.0600204","9.487542",
"2.024328","-1.0743774","9.568898",
"2.0195422","-1.1485549","9.561719",
"1.9884356","-1.0169497","9.497113",
"2.0051854","-0.9284152","9.595219",
"1.9453648","-1.0504491","9.437292",
"1.9716859","-1.2227324","9.530613",
"1.9980069","-0.9810573","9.609575",
"2.036292","-1.0695918","9.47797",
"2.103291","-1.1676974","9.638289",
"2.0793629","-0.8207382","9.521041",
"-30.0","-30.0","-30.0",
"30.0","30.0","30.0",
"2.2229323","-0.92602235","9.530613",
"2.1774685","-0.85184485","9.425328",
"2.2229323","-0.90448695","9.499506",
"2.2277179","-0.89491564","9.49472",
"2.1894326","-0.8877372","9.525827",
"2.254039","-0.9068798","9.480363",
"2.225325","-0.81834537","9.523434",
"1.6438692","1.7563318","10.865808",
"0.03589234","0.5623133","10.076176",
"0.30388847","-1.6821543","9.911072",
"0.7728817","-2.5938199","9.01137",
"0.06699903","-3.385844","9.2793665",
"0.30388847","-3.2805598","9.396614",
"0.567099","-1.9597218","9.705289",
"0.41874397","0.30867413","10.1288185",
"1.1700903","-0.40917268","9.853643",
"1.402194","-0.15074782","9.631111",
"2.0889342","-1.2251252","9.432507",
"2.065006","-1.3351951","9.600004",
"2.1487548","-1.2203395","9.470792",
"2.158326","-1.4859428","9.444471",
"2.1798615","-1.3064811","9.492328",
"2.2348964","-1.3064811","9.377472",
"2.2277179","-1.5672989","9.561719",
"2.1750758","-1.2777673","9.449257",
"2.201397","-1.3495519","9.470792",
