X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Gesture
3.0665143,2.8863213,1.3284224,0.117994465,0.76636523,0.6176299,0.23380622,0.4240443,0.44238183,0.22429505,0.388753,0.16731927,0.10105218,0.31561327,0.07435192,0.08058867,0.14251286,0.18759975,0.15416914,0.14654972,0.13544351,0.093391486,0.23656973,0.0034246955,0.10379625,0.2480486,0.07382447,0.15820494,0.16390966,0.103612594,0.1481694,0.07693334,0.09978821,0.07693334,0.1481694,0.103612594,0.16390966,0.15820494,0.07382447,0.2480486,0.10379625,0.0034246955,0.23656973,0.093391486,0.13544351,0.14654972,0.15416914,0.18759975,0.14251286,0.08058867,0.07435192,0.31561327,0.10105218,0.16731927,0.388753,0.22429505,0.44238183,0.4240443,0.23380622,0.6176299,0.76636523,0.117994465,1.3284224,2.8863213,hh
2.9180846,2.8914886,1.3923807,0.13521166,0.7998959,0.69803154,0.2731761,0.475709,0.31189182,0.12492336,0.41829723,0.13226393,0.06857407,0.3270526,0.1537953,0.12840527,0.17536221,0.087199174,0.07881337,0.25396273,0.10627244,0.17010662,0.16200611,0.08797733,0.15909399,0.124475144,0.08837555,0.12227892,0.22448376,0.010913875,0.13434644,0.13622527,0.010431212,0.13622527,0.13434644,0.010913875,0.22448376,0.12227892,0.08837555,0.124475144,0.15909399,0.08797733,0.16200611,0.17010662,0.10627244,0.25396273,0.07881337,0.087199174,0.17536221,0.12840527,0.1537953,0.3270526,0.06857407,0.13226393,0.41829723,0.12492336,0.31189182,0.475709,0.2731761,0.69803154,0.7998959,0.13521166,1.3923807,2.8914886,hh
0.22885105,3.3972032,1.6657234,0.111920096,0.9389665,0.61797714,0.21577534,0.52845734,0.34302709,0.09567973,0.37759006,0.29414064,0.15303382,0.25974867,0.1996411,0.13274983,0.29118562,0.13469581,0.10317119,0.28506294,0.12990636,0.13837633,0.16436058,0.13944034,0.16693996,0.19111766,0.07122688,0.120182216,0.17535712,0.081202984,0.17237245,0.1707557,0.09575027,0.1707557,0.17237245,0.081202984,0.17535712,0.120182216,0.07122688,0.19111766,0.16693996,0.13944034,0.16436058,0.13837633,0.12990636,0.28506294,0.10317119,0.13469581,0.29118562,0.13274983,0.1996411,0.25974867,0.15303382,0.29414064,0.37759006,0.09567973,0.34302709,0.52845734,0.21577534,0.61797714,0.9389665,0.111920096,1.6657234,3.3972032,hh
4.015119,2.1585207,1.3379848,0.102721386,0.6121482,0.4879887,0.065667614,0.384764,0.25483048,0.06687565,0.24443397,0.21394174,0.039241645,0.16104646,0.23590177,0.06375691,0.115126334,0.19767664,0.06107415,0.17219153,0.080124065,0.08517817,0.08323417,0.17806147,0.077756695,0.12659134,0.12029661,0.06127528,0.094822586,0.106422916,0.08018657,0.084811375,0.10307832,0.084811375,0.08018657,0.106422916,0.094822586,0.06127528,0.12029661,0.12659134,0.077756695,0.17806147,0.08323417,0.08517817,0.080124065,0.17219153,0.06107415,0.19767664,0.115126334,0.06375691,0.23590177,0.16104646,0.039241645,0.21394174,0.24443397,0.06687565,0.25483048,0.384764,0.065667614,0.4879887,0.6121482,0.102721386,1.3379848,2.1585207,hh
3.154974,2.8193502,1.3955952,0.25176522,0.67509997,0.50131696,0.08774001,0.54553306,0.32544714,0.159292,0.24343458,0.26949686,0.09319379,0.35625157,0.11653804,0.1372815,0.16103244,0.08602293,0.07500374,0.20912535,0.12695092,0.1354886,0.16664568,0.060067482,0.13711637,0.17595276,0.03207253,0.106468886,0.12909934,0.036745425,0.1511766,0.10848133,0.05716602,0.10848133,0.1511766,0.036745425,0.12909934,0.106468886,0.03207253,0.17595276,0.13711637,0.060067482,0.16664568,0.1354886,0.12695092,0.20912535,0.07500374,0.08602293,0.16103244,0.1372815,0.11653804,0.35625157,0.09319379,0.26949686,0.24343458,0.159292,0.32544714,0.54553306,0.08774001,0.50131696,0.67509997,0.25176522,1.3955952,2.8193502,hh
3.0181718,2.830045,1.550407,0.11941931,0.826219,0.5754211,0.18338466,0.44322988,0.29365894,0.11815302,0.46446803,0.08818139,0.015161967,0.43634772,0.17685544,0.15001698,0.18007015,0.34927055,0.22968063,0.0895427,0.33561957,0.22527447,0.24726774,0.22312456,0.1314698,0.3019193,0.12937836,0.088878684,0.2744136,0.07175656,0.0758981,0.14253671,0.010244291,0.14253671,0.0758981,0.07175656,0.2744136,0.088878684,0.12937836,0.3019193,0.1314698,0.22312456,0.24726774,0.22527447,0.33561957,0.0895427,0.22968063,0.34927055,0.18007015,0.15001698,0.17685544,0.43634772,0.015161967,0.08818139,0.46446803,0.11815302,0.29365894,0.44322988,0.18338466,0.5754211,0.826219,0.11941931,1.550407,2.830045,hh
2.8038647,2.9394011,1.536092,0.18257776,0.8032,0.5357652,0.16730519,0.4631388,0.17993926,0.058430113,0.37724748,0.29401648,0.13102026,0.14678317,0.34986705,0.19061443,0.34107813,0.19234855,0.05719063,0.29693303,0.25196967,0.16094638,0.07120899,0.29386577,0.2062545,0.18078458,0.17710698,0.0745476,0.17534105,0.08332288,0.12615491,0.16478452,0.009272149,0.16478452,0.12615491,0.08332288,0.17534105,0.0745476,0.17710698,0.18078458,0.2062545,0.29386577,0.07120899,0.16094638,0.25196967,0.29693303,0.05719063,0.19234855,0.34107813,0.19061443,0.34986705,0.14678317,0.13102026,0.29401648,0.37724748,0.058430113,0.17993926,0.4631388,0.16730519,0.5357652,0.8032,0.18257776,1.536092,2.9394011,hh
1.5211996,3.339289,1.5313325,0.18466169,0.9076251,0.57279176,0.2450102,0.52642596,0.25297746,0.05810062,0.44618136,0.26036164,0.15123561,0.09897601,0.33698058,0.27185917,0.33817795,0.18930513,0.16869968,0.3863224,0.09024739,0.08056236,0.08300241,0.16800229,0.07543558,0.24558777,0.11362808,0.19108312,0.14232561,0.07569322,0.29955542,0.13708574,0.038920734,0.13708574,0.29955542,0.07569322,0.14232561,0.19108312,0.11362808,0.24558777,0.07543558,0.16800229,0.08300241,0.08056236,0.09024739,0.3863224,0.16869968,0.18930513,0.33817795,0.27185917,0.33698058,0.09897601,0.15123561,0.26036164,0.44618136,0.05810062,0.25297746,0.52642596,0.2450102,0.57279176,0.9076251,0.18466169,1.5313325,3.339289,hh
3.4333267,2.6112156,1.4690245,0.23198664,0.7030598,0.47484258,0.19031745,0.5003334,0.16623297,0.09856336,0.2778693,0.3820613,0.18846382,0.31644288,0.2560747,0.07993273,0.2605725,0.20858213,0.10050333,0.13428548,0.2814897,0.12988316,0.21185018,0.055330995,0.14157887,0.17365849,0.05958654,0.05855389,0.107097305,0.04932445,0.18636242,0.19201596,0.10835001,0.19201596,0.18636242,0.04932445,0.107097305,0.05855389,0.05958654,0.17365849,0.14157887,0.055330995,0.21185018,0.12988316,0.2814897,0.13428548,0.10050333,0.20858213,0.2605725,0.07993273,0.2560747,0.31644288,0.18846382,0.3820613,0.2778693,0.09856336,0.16623297,0.5003334,0.19031745,0.47484258,0.7030598,0.23198664,1.4690245,2.6112156,hh
2.397197,3.0729828,1.5318483,0.40782297,0.68055177,0.5367832,0.19901423,0.6535794,0.33429727,0.34273532,0.18650848,0.41949984,0.20030208,0.45443827,0.302258,0.16857962,0.2092032,0.37239903,0.21056636,0.30830973,0.19730417,0.0700407,0.15615506,0.17785914,0.19128364,0.20874476,0.0759676,0.17576237,0.1383374,0.17645337,0.18571632,0.2115497,0.19093978,0.2115497,0.18571632,0.17645337,0.1383374,0.17576237,0.0759676,0.20874476,0.19128364,0.17785914,0.15615506,0.0700407,0.19730417,0.30830973,0.21056636,0.37239903,0.2092032,0.16857962,0.302258,0.45443827,0.20030208,0.41949984,0.18650848,0.34273532,0.33429727,0.6535794,0.19901423,0.5367832,0.68055177,0.40782297,1.5318483,3.0729828,hh
2.6312823,2.9545047,1.5193104,0.15418059,0.8049212,0.5737232,0.22474194,0.4617577,0.36114857,0.15006065,0.36120164,0.17238879,0.07675756,0.36012262,0.14375892,0.13992351,0.2625631,0.15762155,0.14248319,0.21983431,0.12084052,0.11656329,0.19316912,0.033534747,0.1482876,0.2218923,0.044477835,0.08081694,0.13400055,0.012099873,0.11822107,0.13831063,0.008823501,0.13831063,0.11822107,0.012099873,0.13400055,0.08081694,0.044477835,0.2218923,0.1482876,0.033534747,0.19316912,0.11656329,0.12084052,0.21983431,0.14248319,0.15762155,0.2625631,0.13992351,0.14375892,0.36012262,0.07675756,0.17238879,0.36120164,0.15006065,0.36114857,0.4617577,0.22474194,0.5737232,0.8049212,0.15418059,1.5193104,2.9545047,hh
2.6769328,2.9242945,1.5430701,0.29191077,0.7511558,0.5144126,0.12374053,0.62342733,0.22127557,0.20131281,0.27812788,0.3349495,0.17215759,0.27639776,0.1442607,0.11562772,0.2797378,0.10736895,0.08918181,0.24789584,0.057149082,0.13922222,0.15800656,0.12216722,0.17999056,0.14121494,0.09450593,0.12761684,0.19145851,0.06273249,0.111233875,0.19508943,0.029798105,0.19508943,0.111233875,0.06273249,0.19145851,0.12761684,0.09450593,0.14121494,0.17999056,0.12216722,0.15800656,0.13922222,0.057149082,0.24789584,0.08918181,0.10736895,0.2797378,0.11562772,0.1442607,0.27639776,0.17215759,0.3349495,0.27812788,0.20131281,0.22127557,0.62342733,0.12374053,0.5144126,0.7511558,0.29191077,1.5430701,2.9242945,hh
0.39287156,3.3801591,1.7405305,0.25952125,0.83247125,0.6760512,0.30551088,0.6443991,0.37973624,0.06984312,0.42155826,0.27759776,0.15449919,0.24991499,0.2371658,0.17863189,0.20327713,0.15790074,0.101647966,0.26484168,0.14662966,0.1526678,0.17557022,0.110245556,0.14240035,0.21529037,0.1363109,0.13827462,0.19807853,0.120748706,0.13974278,0.13756801,0.0892822,0.13756801,0.13974278,0.120748706,0.19807853,0.13827462,0.1363109,0.21529037,0.14240035,0.110245556,0.17557022,0.1526678,0.14662966,0.26484168,0.101647966,0.15790074,0.20327713,0.17863189,0.2371658,0.24991499,0.15449919,0.27759776,0.42155826,0.06984312,0.37973624,0.6443991,0.30551088,0.6760512,0.83247125,0.25952125,1.7405305,3.3801591,hh
3.930099,2.3277168,1.238073,0.21340439,0.54269576,0.61165684,0.19314137,0.30162448,0.3715534,0.047058128,0.35901725,0.17045082,0.09385613,0.19430874,0.15243734,0.13507974,0.14912613,0.16944833,0.05796824,0.15962395,0.09079218,0.06525233,0.14397703,0.08494027,0.087921984,0.1091821,0.1068733,0.07601812,0.10828912,0.10355824,0.10252059,0.12133683,0.062250797,0.12133683,0.10252059,0.10355824,0.10828912,0.07601812,0.1068733,0.1091821,0.087921984,0.08494027,0.14397703,0.06525233,0.09079218,0.15962395,0.05796824,0.16944833,0.14912613,0.13507974,0.15243734,0.19430874,0.09385613,0.17045082,0.35901725,0.047058128,0.3715534,0.30162448,0.19314137,0.61165684,0.54269576,0.21340439,1.238073,2.3277168,hh
