X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Gesture
-0.9284152,-1.0504491,-1.0408778,-1.1174482,-1.0480564,-1.0743774,-1.1533405,-3.141776,1.253839,7.6331043,10.27478,4.7114677,-4.807181,-2.861816,-1.7371893,-1.5696917,-1.5672989,-1.4093726,-1.3399807,-1.3423735,-1.564906,-1.026521,-1.079163,-0.782453,-0.849452,-0.76570326,-0.7585248,-0.8853444,-0.75613195,-0.80159557,-7.9633136,-7.5110703,-7.719246,-8.01117,-7.554141,-7.6402826,-7.408179,-9.753145,-8.944371,0.59342,3.0652058,-3.4337006,-7.23111,-9.597611,-7.9393854,-9.343972,-9.037691,-8.700303,-8.472985,-8.642876,-8.729017,-8.927621,-8.267202,-8.58784,-8.413164,-8.7577305,-8.702696,-8.592627,-8.886943,-8.480164,6.1399827,6.2404814,6.273981,6.2715883,6.491728,6.4558353,6.5682983,8.647661,3.8356948,-2.8115666,-5.6303115,-1.7730815,8.391629,9.274581,4.132405,5.127819,5.312066,4.9579287,5.070391,5.1182475,5.4053864,4.955536,5.271388,5.386244,5.2905307,5.2283173,5.0344987,5.0536413,5.099105,4.9316072,hu
-2.2731814,-1.8113668,-1.8855443,-1.8640088,-1.8999012,-1.9094725,-3.4528432,2.160719,8.657232,10.078569,3.682554,-2.9718857,-3.1322048,-2.1918256,-1.8376877,-1.9381863,-2.2468605,-1.5984055,-1.7036897,-1.6677973,-1.5529419,-1.4213367,-1.430908,-1.3112668,-1.5768701,-1.5816557,-1.4691931,-1.5888343,-1.8376877,-2.1487548,8.9826565,8.532805,8.405986,8.346166,8.362915,8.4347,13.677374,3.5270207,-8.178668,-4.5487556,1.0839486,9.949356,11.157732,8.01117,8.7984085,9.169296,8.903693,8.812766,8.382058,9.164511,9.016156,8.365308,8.549556,8.872586,8.829515,8.566305,8.338987,8.760123,8.384451,8.413164,3.9314077,3.8237305,4.436293,4.496114,4.3788652,4.479364,5.163711,3.615555,1.2514462,1.1413764,4.6301117,4.1515474,3.0556345,3.4049866,3.3212378,2.928815,3.1800613,2.9216363,3.3810585,3.5198421,3.8835511,3.0364919,3.7256248,3.6179478,3.8093736,3.845266,4.0797625,4.074977,3.8955152,4.0031924,hu
-1.7371893,-1.105484,-1.9357935,-1.8855443,-2.0865414,-1.6941184,-1.7443677,-1.9740787,-2.1774685,-1.7156538,-1.6677973,-2.4478576,-2.3545375,4.833502,8.891729,9.9756775,5.0392847,-3.048456,-4.8215375,-2.5986054,-2.8570302,-2.9958138,-2.5316064,-2.3904297,-2.4741786,-2.3952155,-2.376073,-2.565106,-2.2444677,-2.361716,2.132005,3.9338005,3.897908,2.6919255,3.010171,3.0652058,3.3260236,3.0125637,3.751946,3.0532417,2.9575288,4.314259,3.3786657,-0.03589234,-3.0556345,-2.3138595,-1.4787644,1.2394822,3.8811584,0.849452,2.3569303,3.237489,3.1872396,3.1489546,4.436293,4.3764725,3.2973096,4.254439,3.7615173,3.8213377,8.930014,8.896515,8.800801,9.523434,9.073584,8.712267,8.908479,9.269794,8.709874,9.123833,9.178867,9.91825,11.674582,3.0963125,-1.8520447,-2.1655045,2.9431717,10.140782,11.968899,8.740981,8.700303,9.580862,8.389236,8.4347,8.444271,8.432307,8.781659,8.506484,8.721839,8.62134,hu
-0.16031912,-0.57906306,2.0673988,4.95075,7.460821,8.755338,10.037891,9.781859,8.489735,7.02772,4.6037908,3.0269206,1.3064811,0.55752766,0.16510476,0.16031912,-0.02632105,-0.031106694,-0.011964113,0.14596218,0.083748795,0.06699903,0.09332009,0.09092726,-0.043070808,0.06699903,0.03589234,0.033499517,-0.021535404,0.0047856453,-3.3427732,-1.969293,-3.6634114,-4.2975097,-3.9696927,-3.1728828,-1.282553,-1.5672989,-2.0051854,-2.416751,-4.3525443,-5.24746,-5.259424,-4.362116,-4.3334017,-4.347759,-4.438686,-4.371687,-4.398008,-4.469793,-4.316652,-4.328616,-4.3645086,-4.2855453,-4.173083,-4.273581,-4.0438704,-4.1180477,-4.0438704,-4.0295134,9.23151,10.894522,9.174082,7.2933235,2.7852457,1.3615161,-2.012364,-1.3064811,2.2468605,4.2568316,8.037491,8.238488,9.131011,8.841479,8.970692,8.953942,8.992228,8.925228,8.949157,8.851051,9.109476,8.9108715,9.037691,9.02812,8.939586,9.169296,9.025727,9.123833,9.049655,9.092726,hu
-1.5888343,-1.4907285,-1.3974084,-1.4237294,-1.524228,-0.3900301,1.5672989,5.2402816,8.642876,9.281759,9.944571,9.705289,8.250452,6.4055862,4.5678983,1.8735801,-0.0047856453,-0.45942193,-0.23449662,-0.45702913,-0.50488555,-0.5383851,-0.6197411,-0.6125626,-0.6029913,-0.5814559,-0.5814559,-0.51445687,-0.56470615,-0.5982057,-2.2875385,-2.184647,-2.1272194,-2.172683,-2.0147567,-2.7158537,-3.711268,-4.304688,-2.8546374,-2.792424,-1.6319051,-1.6438692,-3.062813,-3.979264,-4.752146,-5.5202417,-5.6733823,-5.302495,-5.4676,-5.2019963,-5.113462,-5.180461,-5.2689953,-5.127819,-5.2570314,-5.1756754,-5.0775695,-5.0536413,-5.17089,-4.981857,9.47797,9.482756,9.516255,9.51147,10.27478,9.796216,9.327223,5.895915,1.4835501,-0.019142581,-2.2085752,-1.6031911,2.105684,5.0536413,6.640083,8.432307,9.12144,8.843872,8.2456665,8.520842,8.331808,8.451449,8.4347,8.516056,8.329415,8.506484,8.5112705,8.513663,8.544769,8.549556,hu
0.4019942,0.42831525,0.4642076,0.46181476,0.39720857,1.2179468,3.9050865,6.704689,8.451449,9.690931,9.633504,8.839087,6.6711893,4.359723,1.4715859,0.7298109,0.5623133,0.45942193,0.45702913,0.38285163,0.51445687,0.5024927,0.55752766,0.4642076,0.49052864,0.44745782,0.50009996,0.4953143,0.49292147,0.6556334,-9.119047,-9.257831,-9.265009,-9.233903,-9.408579,-10.822737,-9.195618,-5.9700923,-1.7108682,-0.23688944,-0.10049855,-2.510071,-5.9030933,-7.192825,-10.449456,-9.568898,-9.267402,-9.461221,-9.425328,-9.3200445,-9.485149,-9.379865,-9.442079,-9.336794,-9.394221,-9.427721,-9.3511505,-9.296116,-9.35833,-9.3511505,4.199404,4.034299,4.007978,3.9649072,4.1587257,4.213761,1.591227,0.07178468,-1.3710874,-2.3952155,-1.8831514,-1.457229,0.8327023,2.8474588,4.4889355,4.2041893,3.682554,3.6897326,3.6394832,3.6514473,3.7136607,3.6586258,3.7160535,3.749553,3.6897326,3.6873398,3.7591243,3.6897326,3.7040894,3.7328033,hu
0.05503492,0,0.086141616,-0.19621146,0.8422736,4.7569313,8.152347,9.188439,9.734002,9.786645,9.013762,7.60439,6.498906,4.8095737,1.9310079,0.63170516,0.33738798,0.2943172,0.32303107,0.1363909,0.18424734,0.13160525,0.1363909,0.12203395,0.050249275,0.19621146,0.15792629,0.2009971,0.23449662,0.16271193,4.316652,4.4315076,4.4434714,5.4460645,4.0797625,2.1080768,2.0482562,0.83748794,0.6029913,-0.64606214,0.9595219,3.4193435,3.9170506,3.5389848,3.7040894,2.9958138,2.8139594,2.3712873,2.684747,2.359323,2.5986054,2.6823542,2.9072795,2.7613173,2.629712,2.9982069,3.0939198,3.17049,3.3834512,3.2159536,8.650054,8.628518,8.595019,9.3200445,9.777073,7.2358956,2.6201408,0.32063824,-1.2610176,-1.3016955,2.2468605,4.290331,5.5274205,6.599405,9.458828,9.961321,9.482756,9.415757,9.322437,9.504292,9.360723,9.317652,9.317652,9.3511505,9.434899,9.288938,9.274581,9.224331,9.140582,9.212367,hu
-0.4642076,-0.47856453,-0.5312066,-0.4977071,-0.50488555,-0.55752766,-0.5192425,-0.44506502,-0.48095736,-0.70348984,1.0217353,4.7880383,7.207182,9.29133,9.767502,9.7196455,9.592826,8.370093,6.242874,4.613362,2.548356,1.0887343,-0.35653058,-0.4019942,-0.5479564,-0.38285163,-0.3493521,-0.2536392,-0.35413775,-0.30388847,-0.51206404,-0.5479564,-0.57188463,-0.5383851,-0.5407779,-0.5096712,-0.46899325,-0.5766702,-0.5982057,-0.078963146,-0.7082755,-2.7062824,-2.1702902,-1.1820544,-0.6843473,0.11246266,-1.3734802,-2.5938199,-3.493521,-3.9361932,-4.5798626,-4.800002,-3.8548372,-3.129812,-2.969493,-3.0029924,-2.9671001,-2.8713872,-2.8929226,-2.8283165,9.846465,9.810573,9.858429,9.846465,9.789038,9.757931,9.767502,9.8321085,9.796216,10.79163,10.444671,8.106883,4.991428,0.6436693,-0.11724831,-1.8113668,0.023928227,3.0077782,6.6352973,7.52782,8.496913,8.518449,9.958928,9.367901,9.516255,9.437292,9.504292,9.454042,9.540184,9.434899,hu
-1.6438692,-1.6271194,-2.5627131,0.485743,9.32483,10.645668,6.745367,2.804388,-2.8402805,-1.3112668,-1.7826529,-1.5696917,-1.4404793,-1.3950156,-1.3591232,-1.4093726,-1.4237294,-1.4691931,-1.4835501,-1.4380864,-1.5266209,-1.3926228,-1.4380864,-1.4835501,-1.4117653,-1.4237294,-1.4452649,-1.402194,-1.4787644,-1.5337993,-1.1796615,-1.2993027,-5.1349974,-3.7423747,0.32303107,-1.1844472,-2.8666015,1.8017955,-1.6199409,-2.0793629,-2.400001,-1.8137596,-2.0817556,-2.2444677,-1.8520447,-1.861616,-2.0027926,-1.9238294,-2.0003998,-2.0578275,-2.0793629,-1.995614,-2.07697,-2.009971,-2.201397,-2.1702902,-2.0865414,-2.199004,-2.0338993,-2.103291,9.757931,9.643075,12.653246,6.2955165,-7.5493555,-3.818945,2.6679974,7.4679995,12.653246,9.619147,9.473185,9.513863,9.640682,9.561719,9.554541,9.573684,9.592826,9.568898,9.561719,9.547362,9.638289,9.58804,9.58804,9.52822,9.583255,9.561719,9.504292,9.501899,9.547362,9.592826,hu
-2.4670002,-2.4646072,-2.4191437,-2.4263222,-2.4191437,-2.37368,-2.2636101,-3.1082766,4.3501515,10.281959,8.99462,4.089334,-0.5312066,-3.1202407,-2.120041,-2.143969,-1.9669002,-2.0075781,-1.8783658,-2.009971,-1.9238294,-1.9214365,-1.9884356,-1.8711873,-2.0793629,-2.07697,-2.1918256,-2.143969,-1.7156538,-2.1272194,-0.94277215,-0.8111669,-0.8279166,-0.8039884,-0.9379865,-0.9403793,-0.7178468,-4.45065,-3.5988052,0.7920243,-0.0023928226,-3.0867412,-2.7397819,-3.493521,-2.8953154,-3.0269206,-2.4789643,-2.4646072,-2.3162522,-2.4861426,-2.1559331,-2.1463618,-2.2588246,-2.062613,-2.2205393,-2.2971098,-1.160519,-1.160519,-1.7228323,-1.4644074,9.403793,9.5353985,9.513863,9.552148,9.564112,9.518648,9.882358,12.701102,0.5072784,-3.9170506,-2.9838498,4.2831526,8.329415,11.502298,9.099904,9.29133,9.193225,9.382257,9.312865,9.506684,9.410972,9.406186,9.485149,9.437292,9.233903,9.820144,9.645468,9.432507,9.939785,9.458828,hu
-1.0839486,-1.1365907,-1.2059826,-1.174876,-2.5579274,1.2634103,7.6019974,10.63849,6.6711893,0.2943172,-1.1820544,-0.5096712,-0.6269195,-0.73459655,-0.782453,-0.83748794,-0.9403793,-0.95473623,-1.0408778,-1.1078769,-0.87338024,-0.9451649,-1.0456635,-1.1102697,-0.9762716,-0.96909314,-0.9810573,-0.9762716,-0.91166544,-0.93559366,-3.6370904,-3.522235,-3.6753755,-3.6466618,-2.981457,-6.2883377,-2.4215364,-0.47377887,-3.1082766,-4.0510488,-3.2063823,-3.9649072,-3.196811,-3.4983068,-3.5102708,-3.5844483,-3.546163,-3.4767714,-3.65384,-3.548556,-3.641876,-3.5724843,-3.5389848,-3.6394832,-3.6394832,-3.6729827,-3.4695928,-3.5318062,-3.5198421,-3.4241292,9.274581,9.241081,9.174082,9.145369,11.870793,7.884351,-0.6843473,-4.5152564,2.6656044,7.678568,11.047662,8.908479,9.186047,9.171689,9.267402,9.21476,9.241081,9.260223,9.190832,9.288938,9.1669035,9.257831,9.126225,9.159725,9.21476,9.202796,9.245867,9.355937,9.15494,9.265009,hu
-1.0648061,-1.0025927,-1.0624132,-1.0217353,-0.9810573,-0.9810573,-1.0983056,-0.5240282,5.7451673,9.91825,9.439685,3.2422748,-1.5098711,-1.5146568,-1.3734802,-1.3136597,-1.3447664,-1.3375878,-1.3351951,-1.3016955,-1.3256238,-1.3160524,-1.3160524,-1.3328022,-1.2897314,-1.2897314,-1.308874,-1.3399807,-1.2969099,-1.3447664,4.941179,4.8933225,4.996214,4.867001,5.003392,4.907679,5.6733823,4.9340005,-0.5910272,-1.5026926,-0.96909314,3.9649072,7.568498,5.099105,4.436293,4.8287163,4.627719,4.615755,4.505685,4.6396832,4.618148,4.599005,4.536792,4.718646,4.6612186,4.5559344,4.618148,4.6325045,4.644469,4.6971107,8.255239,8.281559,8.269595,8.274381,8.243274,8.243274,8.563912,10.602597,3.4576287,-1.8592232,0.14356937,6.1471615,10.047462,8.834301,8.2456665,8.513663,8.403593,8.420342,8.367701,8.4347,8.394022,8.484949,8.410771,8.372486,8.396415,8.384451,8.4682,8.415557,8.422736,8.484949,hu
-1.4931214,-1.4763715,-1.4907285,-1.5026926,-1.5720844,-1.457229,-1.4979069,-1.4979069,-1.7659031,-0.95712906,5.0775695,9.879965,7.5349984,-0.6580262,-1.0336994,-1.3663018,-1.6510476,-1.2993027,-1.457229,-1.4117653,-1.4763715,-1.4548361,-1.4476577,-1.39023,-1.3806586,-1.3878372,-1.3543376,-1.3686945,-1.3328022,-1.375873,-0.65324056,-0.634098,-0.62452674,-0.6723832,-0.7082755,-0.62931234,-0.6197411,-0.52163535,-0.29671,-2.8833513,-1.9046868,0.13878371,-0.87338024,0.6029913,-0.8446664,-1.8951155,-1.538585,-1.3615161,-1.4380864,-1.4548361,-1.3399807,-1.18684,-1.3375878,-1.2777673,-1.1844472,-1.2993027,-1.0887343,-1.174876,-1.1365907,-1.0935199,9.750752,9.702896,9.738789,9.700503,9.798609,9.710074,9.68136,9.796216,10.281959,12.059826,2.349752,-3.3690944,-1.5026926,10.619347,11.612369,9.724431,9.793823,9.659825,9.662218,9.556933,9.645468,9.690931,9.65504,9.647861,9.669396,9.700503,9.652647,9.592826,9.7196455,9.700503,hu
-2.009971,-2.2492533,-1.7635103,0.5766702,4.2352962,6.6257257,8.7266245,8.671589,8.645268,7.7001033,5.1924253,2.9168508,-0.81595254,-2.1224337,-2.053042,-1.9094725,-1.8687944,-1.7587247,-1.5433706,-1.5864414,-1.6295122,-1.4955142,-1.3710874,-1.5266209,-1.5960127,-1.4524434,-1.457229,-1.7300107,-1.5553347,-1.5290136,0.5838487,0.55752766,0.72502524,0.3684947,-0.6939186,-0.3062813,-0.66041905,0.05742774,-0.46181476,-0.43788654,-0.021535404,-0.77766734,-1.012164,-0.37567315,-1.1389836,-1.2035898,-1.0863415,-1.1318051,-1.5050855,-1.3184453,-1.5026926,-1.2921243,-1.3184453,-1.4763715,-1.4644074,-1.4045869,-1.1365907,-1.5218352,-1.3160524,-1.6965113,9.540184,9.999606,11.030912,9.839287,7.4177504,5.465207,4.106084,3.2039895,3.5988052,4.87418,7.164111,7.920243,10.839486,10.980663,9.820144,9.693324,9.585648,9.60479,9.626326,9.580862,9.62154,9.602397,9.643075,9.657433,9.616755,9.705289,9.480363,9.633504,9.54497,9.82493,hu
-1.820938,-1.7730815,-1.8113668,-1.7300107,-1.7419748,-2.629712,-0.086141616,3.266203,7.3866434,8.745767,9.006584,9.0233345,4.194618,0.37088752,-3.3523445,-3.1537402,-2.4071796,-2.1367905,-2.2157538,-2.2588246,-2.3545375,-2.024328,-2.1631117,-2.009971,-2.0937197,-2.1104696,-2.172683,-2.1535404,-2.1750758,-2.1128623,-1.4859428,-1.4763715,-1.402194,-1.430908,-1.4668003,-0.46660042,-1.1988041,-1.5481563,-0.9020941,0.26081768,0.07178468,0.61016977,1.2155539,1.2418749,1.753939,0.7393822,0.66999036,0.485743,0.41635114,0.2727818,0.39960137,0.29671,0.29671,0.21535404,0.22253251,0.16510476,0.15792629,0.13878371,0.083748795,0.124426775,9.645468,9.564112,9.5760765,9.580862,9.667004,11.765509,10.502099,8.145168,3.859623,3.591627,3.7184465,3.938586,6.4677997,8.831908,11.557333,10.30828,9.367901,9.657433,9.516255,9.616755,9.489935,9.54497,9.568898,9.623933,9.602397,9.614362,9.645468,9.623933,9.592826,9.664611,hu
-1.0959128,-1.0719845,-1.0097711,-1.0719845,-1.038485,-1.1318051,2.053042,4.974678,8.623733,9.343972,8.925228,5.797809,1.5816557,-1.7802601,-2.8977082,-2.1870399,-1.7443677,-1.6749759,-1.8711873,-1.6103697,-1.7467605,-1.5696917,-1.6007984,-1.5864414,-1.5984055,-1.6414764,-1.6390835,-1.5936198,-1.579263,-1.6103697,-4.5631127,-4.5966125,-4.6037908,-4.6229334,-4.6971107,-4.6229334,-3.9696927,-3.9314077,-0.7465607,0.7585248,-0.49292147,-2.2301106,-3.0364919,-3.790231,-3.249453,-3.9074793,-3.8141594,-4.082155,-3.778267,-4.199404,-4.1635113,-4.1467614,-4.0701914,-4.1228333,-4.072584,-4.1084766,-4.1611185,-4.2185464,-4.2424746,-4.173083,8.745767,8.784052,8.707481,8.807981,8.91805,11.315659,8.295917,6.623333,2.8474588,2.239682,2.498107,5.367101,8.563912,11.399407,10.317851,8.740981,8.786445,8.985049,8.85823,8.886943,8.999406,8.819944,8.877372,8.920443,8.886943,8.898908,8.937193,8.889337,8.898908,8.927621,hu
-1.969293,-2.0147567,-2.0458634,-2.0291135,-2.0578275,-2.1774685,-1.9190438,1.8927227,4.8693943,8.784052,9.4229355,8.425129,6.135197,2.5028925,-0.68195444,-2.306681,-2.8929226,-2.3808584,-2.0889342,-2.1463618,-1.9716859,-2.0219352,-1.8807586,-1.9214365,-1.835295,-1.8496519,-1.861616,-1.7395821,-1.8161523,-1.7850457,3.7686956,3.802195,3.8141594,3.8165522,3.8237305,4.0869412,4.319045,0.31106696,-0.38763726,-0.92602235,-0.63170516,-0.83748794,-0.4977071,0.9834501,1.9525433,2.5555346,2.2875385,1.5529419,1.402194,1.3782659,1.3304094,1.3351951,1.4237294,1.2562319,1.2299109,1.2442678,1.2777673,1.2203395,1.3040884,1.3040884,8.650054,8.812766,8.784052,8.707481,8.717052,8.932407,10.975878,8.568698,5.838487,2.4311078,3.2159536,4.3334017,6.795616,7.690532,10.738988,10.109675,10.100104,9.427721,9.585648,9.410972,9.509077,9.585648,9.52822,9.513863,9.559326,9.554541,9.611969,9.564112,9.552148,9.52822,hu
-0.5024927,-0.8997013,-0.9403793,-1.0313065,-0.8039884,-0.89491564,-1.0624132,-0.88295156,-0.88295156,-1.5696917,-0.009571291,3.0915267,6.410372,8.920443,9.683753,9.353543,6.9559355,4.089334,0.25603202,-2.309074,-1.9501505,-1.5266209,-1.7946169,-1.6462619,-1.1629118,-0.86141616,-1.1174482,-0.9499506,-0.87338024,-0.85902333,0.5168497,0.009571291,-0.25842485,-0.1363909,-0.13878371,-0.050249275,-0.062213387,-0.06460621,-0.11485548,0.76570326,-0.8207382,-1.8089739,-1.4404793,-0.83030945,0.0741775,-0.4833502,-0.66041905,-2.199004,-1.4141582,-1.7491534,-1.5290136,-1.7922242,-1.9573289,-1.5266209,-1.9884356,-1.6438692,-1.6486548,-1.5768701,-1.6773686,-1.591227,9.772287,9.79143,9.674182,10.047462,9.568898,9.894321,9.707682,9.707682,9.74836,11.772687,11.162518,7.647461,5.1661043,3.4791641,2.455036,1.5601203,5.0416775,6.7094746,9.894321,12.047862,10.124033,9.415757,9.667004,9.705289,9.767502,9.241081,9.815358,9.667004,9.686146,9.611969,hu
-1.2299109,-1.3304094,-2.1559331,2.1702902,5.881558,9.1669035,9.5760765,5.692525,-0.014356935,-2.7684958,-2.3353949,-1.6701902,-1.8975084,-1.7659031,-1.605584,-1.4548361,-1.5337993,-1.3615161,-1.3328022,-1.402194,-1.3926228,-1.4500505,-1.3878372,-1.416551,-1.5266209,-1.4787644,-1.4644074,-1.4859428,-1.5529419,-1.5744773,0.51206404,0.62452674,1.146162,-0.7178468,-0.47377887,-0.20338993,-0.02871387,-2.2588246,-1.282553,-1.2011969,-0.9212367,-1.1700903,-1.3256238,-1.4500505,-1.3375878,-1.4524434,-1.3040884,-1.2753744,-1.18684,-1.2418749,-1.294517,-1.2035898,-1.2011969,-1.282553,-1.2203395,-1.2346965,-1.2418749,-1.18684,-1.2323036,-1.294517,9.741181,9.79143,13.318451,8.29113,5.4484572,2.024328,1.0671989,6.558727,8.898908,12.725031,10.27478,9.410972,9.635897,9.815358,9.7196455,9.559326,9.700503,9.710074,9.62154,9.628718,9.657433,9.628718,9.590433,9.743574,9.743574,9.669396,9.659825,9.633504,9.633504,9.707682,hu
-2.199004,-2.0458634,-2.0051854,-1.9525433,-1.9310079,-3.318845,-0.36131623,3.6777685,8.26481,9.497113,6.0083776,0.56470615,-2.5028925,-2.6919255,-1.9549361,-2.201397,-2.184647,-2.1678972,-2.012364,-2.0434706,-2.0051854,-1.9908284,-1.9118652,-2.024328,-1.9597218,-2.091327,-2.0554347,-2.0291135,-1.9142581,-1.9310079,-0.8757731,-0.9810573,-0.80159557,-0.8757731,-0.8805587,0.5407779,-1.1820544,-1.3950156,-0.37806597,1.1294123,-3.0029924,-2.0195422,-0.3469593,-0.3684947,-0.7800602,-0.634098,-0.71306115,-0.79920274,-1.0911272,-0.7848458,-0.8997013,-0.8111669,-0.93320084,-0.83988076,-0.9882358,-0.8207382,-0.930808,-0.9068798,-0.930808,-0.930808,9.676575,9.432507,9.62154,9.595219,9.667004,13.143775,9.793823,6.9702926,3.101098,1.9118652,4.3908296,9.561719,11.832508,10.858629,9.2075815,9.600004,9.626326,9.568898,9.633504,9.631111,9.583255,9.635897,9.52822,9.65504,9.597611,9.580862,9.695718,9.47797,9.650253,9.631111,hu
-0.85184485,-0.8542377,-0.85184485,-0.8781659,-1.538585,0.43070808,3.8668015,7.999206,9.784252,7.9537425,1.7946169,-2.6823542,-1.4404793,-1.4093726,-0.96430755,-1.0049855,-0.89013004,-0.8566305,-0.9523434,-0.98584294,-0.95712906,-0.96909314,-0.9379865,-0.91405827,-0.8757731,-0.83988076,-0.83988076,-0.91166544,-0.8422736,-0.89730847,-5.1852465,-5.2259245,-5.2283173,-5.1924253,-5.285745,-5.6853466,-3.8213377,-2.2636101,0.28235307,-0.4953143,-3.8907297,-2.4598217,-3.1202407,-2.8378878,-3.0747771,-3.182454,-3.3954153,-3.17049,-3.3762727,-3.3116665,-3.7184465,-3.7710886,-3.3092737,-3.5006995,-3.3810585,-3.591627,-3.6490545,-3.5700915,-3.586841,-3.6370904,8.475378,8.437093,8.415557,8.463413,10.238888,9.769895,6.3744793,2.1487548,0.6029913,1.2466606,7.34118,12.937992,9.942178,9.391829,9.355937,9.379865,9.284152,9.102298,9.303294,9.332008,9.437292,9.305687,9.224331,9.253045,9.329616,9.226724,9.32483,9.217153,9.150154,9.276974,hu
-0.58624154,-0.7752745,-0.8446664,-0.8255238,-0.92602235,-0.93320084,-0.8662018,-2.7158537,3.1633115,7.5086775,9.073584,7.8436728,2.376073,-2.3569303,-2.7062824,-1.7300107,-1.6917256,-1.9884356,-1.6247265,-1.7467605,-1.8448663,-1.7156538,-1.6295122,-1.6127625,-1.6582261,-1.6941184,-1.753939,-1.6534405,-1.6773686,-1.7347964,3.2327034,3.4648073,3.3906298,3.4648073,3.562913,3.495914,3.5964124,8.049456,-0.70588267,1.0600204,0.7752745,-0.1363909,-0.8327023,0.99302137,0.6580262,0.91884387,0.930808,1.1413764,0.6412765,0.90448695,0.7728817,0.9236295,0.96430755,0.9499506,0.91884387,0.8662018,0.89013004,0.7680961,0.9020941,0.85184485,8.975478,9.157332,9.157332,9.150154,9.056833,9.083155,9.020942,13.737195,7.0372915,2.8546374,1.282553,0.44745782,8.595019,11.629118,11.514262,9.071191,9.394221,9.516255,9.688539,9.628718,9.662218,9.635897,9.559326,9.643075,9.537791,9.686146,9.640682,9.58804,9.688539,9.595219,hu
-1.3351951,-1.2801601,-1.3160524,-1.3328022,-1.2897314,-1.2873386,-1.4045869,-1.3112668,-1.3016955,-1.3208381,-1.308874,-1.7682959,2.9718857,6.5898337,9.700503,7.1066833,-0.019142581,-3.129812,-2.0195422,-1.942972,-1.7778672,-1.605584,-1.7156538,-1.6486548,-1.6319051,-1.5936198,-1.4931214,-1.5481563,-1.5433706,-1.6151553,-0.86859465,-0.82313097,-0.77766734,-0.9619147,-0.90448695,-0.849452,-0.77766734,-0.8805587,-0.91166544,-0.85902333,-0.8877372,-1.0360922,-1.9860427,-0.37567315,1.7802601,-1.0695918,-0.61016977,-0.83748794,-0.80159557,-0.6652047,-0.6436693,-0.8207382,-0.6652047,-0.8111669,-0.93559366,-0.83030945,-0.7513463,-0.74895346,-0.7704889,-0.74177504,9.77468,9.700503,9.6071825,9.822537,9.650253,9.810573,9.705289,9.745967,9.793823,9.7196455,9.693324,13.385449,7.7671022,3.4743786,-0.55034924,2.062613,10.150353,13.143775,9.896714,9.499506,9.554541,9.693324,9.643075,9.734002,9.820144,9.633504,9.676575,9.688539,9.731609,9.659825,hu
-1.0887343,-1.2777673,-0.021535404,3.2279177,5.9820566,7.8628154,8.85823,9.894321,8.877372,8.01117,6.0346985,3.2303107,0.5096712,-0.715454,-1.0576276,-0.97866446,-0.8279166,-0.8925229,-0.863809,-0.7752745,-0.8255238,-0.8709874,-0.91884387,-0.9284152,-0.89491564,-0.9236295,-0.91405827,-0.8925229,-0.93320084,-0.93320084,-1.8496519,-1.6486548,-1.7587247,-1.8089739,-1.7419748,-1.5218352,-1.1820544,-1.3016955,-0.85184485,-1.9453648,-3.3236306,-2.9958138,-1.227518,-1.2586247,-1.1772687,-1.3016955,-1.3112668,-1.3016955,-1.3016955,-1.2729816,-1.2586247,-1.3375878,-1.1844472,-1.2203395,-1.2107682,-1.134198,-1.2323036,-1.2873386,-1.2299109,-1.1772687,9.688539,10.7844515,10.865808,8.549556,6.6424756,4.493721,1.9190438,0.64845496,1.2011969,4.2664027,6.0251274,9.339187,10.183853,10.473385,9.932607,9.777073,9.710074,9.724431,9.762716,9.762716,9.643075,9.674182,9.731609,9.683753,9.726824,9.702896,9.678967,9.755538,9.707682,9.700503,hu
